ID,physicalActivity,physicalActivityPerMonth,volunteerParticipation,volunteerPerMonth,ttcTransportation,walkTransportation,driveTransportation,cycleTransportation,taxiTransportation,communityRideTransportation,wheelTransTransportation,friendsTransportation,difficultFinancial,supportSystem,postalCode,employmentStatus,sex,primaryLanguage,ageRange,minAgeRange
1510,At least a few times each week,8,Never,0,1,1,,,1,,,,No,Yes,M4A,Retired,Female,,85 years or older,85
1511,At least once a day,30,At least once a week,4,1,,,,1,,,,Yes,No,M4B,Employed full-time,Female,English,65-69 years,65
1512,At least a few times each week,8,At least once a month,1,1,,,,,,,,No,Yes,M4B,Retired,Female,English,85 years or older,85
1513,At least once a day,30,Never,0,,,,,,,1,1,Yes,Yes,M4B,Retired,Female,Greek,85 years or older,85
1514,At least once a month,1,Never,0,1,,1,,,,,,No,Yes,m4b,Retired,Female,English,65-69 years,65
1515,At least once a day,30,At least a few times a week,8,1,1,,,,,,,Yes,Yes,M4B,Employed full-time,Female,English,65-69 years,65
1516,At least once a month,1,At least once a week,4,,,1,,,,,,No,Yes,M4B,Retired,Male,English,85 years or older,85
1517,At least once a week,4,At least once a week,4,,,1,,,,,,No,No,M4B,Employed full-time,Male,English,60-64 years,60
1518,At least a few times each week,8,Never,0,1,1,1,,,,,,No,No,M4B,Retired,Male,English,75-79 years,75
1519,At least once a day,30,Never,0,1,,1,,,,,,No,Yes,m4b,Employed full-time,Female,English,Less than 54 years,54
1520,At least a few times each week,8,At least once a day,30,1,1,1,,,,,,No,Yes,M4B,Retired,Female,English,60-64 years,60
1521,At least once a day,30,At least once a day,30,,,1,,,,,,No,Yes,m4b,Retired,Female,English,70-74 years,70
1522,At least once a week,4,At least a few times a week,8,,,1,,,,,,No,Yes,m4b,Retired,Female,English,80-84 years,80
1523,At least once a day,30,At least once a week,4,1,,,,,,,1,No,Yes,M4B,Retired,Female,English,70-74 years,70
1524,At least a few times each week,8,At least once a week,4,1,1,,,,,,1,No,Yes,M4B,Retired,Female,English,70-74 years,70
1525,At least a few times each week,8,At least a few times a week,8,1,1,,,,,1,,Yes,Yes,m4b,Unable to work for health or other reasons,Female,English,55-59 years,55
1526,At least once a month,1,Never,0,,,,,,,1,,Yes,Yes,M4b,Retired,Female,Other,65-69 years,65
1527,Never,0,At least once a week,4,,,,,,,1,1,Yes,Yes,M4B,Retired,Female,English,70-74 years,70
1528,At least a few times each week,8,Never,0,,,,,,,1,,Yes,No,M4B,Unable to work for health or other reasons,Female,English,Less than 54 years,54
1529,At least once a day,30,At least once a week,4,1,1,1,,,,,,No,Yes,M4B,Retired,Female,English,60-64 years,60
1530,At least once a week,4,At least once a week,4,1,1,1,,1,,,,No,Yes,M4B,Employed full-time,Female,English,Less than 54 years,54
1531,At least once a day,30,At least once a month,1,,,1,,,,,,,Yes,M4B,Retired,Female,English,80-84 years,80
1532,At least a few times each week,8,At least once a month,1,1,1,,,1,,,1,No,Yes,M4B,Retired,Female,English,70-74 years,70
1533,At least once a day,30,Never,0,1,1,1,1,,,,,No,Yes,M4B,"Unemployed, looking for work",Female,,55-59 years,55
1534,At least once a day,30,At least once a week,4,1,,,,1,,,,No,Yes,M4B,Retired,Female,English,55-59 years,55
1535,At least a few times each week,8,,,1,,,,1,,,,No,Yes,M4B,Unable to work for health or other reasons,Female,,60-64 years,60
1536,At least once a day,30,At least a few times a week,8,,,1,,,,,,No,Yes,m4b,Retired,,English,85 years or older,85
1537,At least a few times each week,8,Never,0,,,1,,1,,,1,Yes,Yes,m4b,Retired,Female,English,75-79 years,75
1538,At least once a week,4,At least once a week,4,,,1,,,,,1,No,Yes,m4b,Retired,Female,English,85 years or older,85
1539,At least a few times each week,8,Never,0,,1,1,,1,,,,No,Yes,m4b,Retired,Male,English,80-84 years,80
1540,At least a few times each week,8,Never,0,1,,1,,,,,,No,Yes,m4b,Retired,Female,English,80-84 years,80
1541,At least a few times each week,8,Never,0,1,1,,,1,,,,No,No,m4b,Retired,Male,English,65-69 years,65
1542,At least once a day,30,At least once a day,30,,,1,,,,,,,Yes,m4b,Retired,Female,English,75-79 years,75
1543,At least once a month,1,Never,0,1,,,,1,,1,1,Yes,Yes,m4b,Unable to work for health or other reasons,Female,Bengali,55-59 years,55
1544,At least a few times each week,8,Never,0,,1,,,,,,,No,Yes,m4b,Employed part-time,Male,Bengali,65-69 years,65
1545,At least a few times each week,8,At least once a month,1,1,1,,,,1,,,Yes,Yes,m4b,Retired,Female,,75-79 years,75
1546,Never,0,Never,0,1,,,,,,,,,,M4B,"Unemployed, looking for work",Female,Tagalog,55-59 years,55
1547,At least a few times each week,8,At least once a week,4,1,1,1,,,,,,No,Yes,M4B,Retired,Female,English,70-74 years,70
1548,,,Never,0,,,1,,,,,,No,No,M4B,Retired,Female,English,70-74 years,70
1549,At least once a day,30,At least a few times a week,8,1,1,1,,,,,,No,No,M4B,Employed part-time,Female,English,,
1550,At least once a day,30,At least once a week,4,,1,1,,,,,,No,Yes,M4B,Retired,Male,English,85 years or older,85
1551,At least once a day,30,Never,0,1,1,1,,,1,,,No,,M4B,Retired,Female,English,80-84 years,80
1552,At least once a week,4,At least once a day,30,,,,,,,1,,No,Yes,m4b,Retired,Female,,65-69 years,65
1553,At least a few times each week,8,At least once a month,1,,,,,,,,1,No,Yes,M4B,Retired,Male,English,70-74 years,70
1554,At least once a day,30,At least once a month,1,,1,1,,,,,,No,Yes,M4B,Retired,Male,,60-64 years,60
1555,At least once a week,4,At least once a month,1,1,1,1,1,,,,,No,No,M4B,Retired,Male,English,65-69 years,65
1556,At least a few times each week,8,Never,0,1,1,,,,,,,Yes,Yes,M4B,Unable to work for health or other reasons,Male,English,60-64 years,60
1557,At least a few times each week,8,Never,0,,,1,,,,,,No,Yes,M4B,Retired,Male,English,80-84 years,80
1558,At least once a day,30,At least once a month,1,,,1,,,,,,No,Yes,M4B,Retired,Female,,85 years or older,85
1559,At least a few times each week,8,At least once a week,4,,,1,,,,,,Yes,Yes,M4B,Retired,Female,Chinese (Cantonese),55-59 years,55
1560,At least a few times each week,8,Never,0,,,,,,,,1,No,No,M4B,Retired,Male,,65-69 years,65
1561,At least once a week,4,Never,0,1,1,1,,,,,1,No,No,M4B,Retired,Female,Chinese (Cantonese),60-64 years,60
1562,At least once a week,4,At least once a month,1,1,,,1,,,,,Yes,Yes,M4B,Employed part-time,Male,Chinese (Cantonese),65-69 years,65
1563,At least once a day,30,Never,0,1,1,,,,1,,,No,No,m4b,Retired,Male,English,65-69 years,65
1564,At least a few times each week,8,At least once a month,1,,,1,,,,,,No,Yes,M4C,Retired,Male,English,75-79 years,75
1565,At least once a day,30,At least once a week,4,1,,,,,,,,Yes,Yes,M4C,Employed part-time,Female,English,55-59 years,55
1566,At least once a week,4,Never,0,1,,,,,,,,No,Yes,m4c,Employed full-time,Female,English,Less than 54 years,54
1567,At least once a day,30,At least once a month,1,1,1,,,,,,,Yes,Yes,M4c,Unable to work for health or other reasons,Male,English,60-64 years,60
1568,At least a few times each week,8,At least once a month,1,1,1,1,,,,,,No,Yes,M4C,Retired,Female,English,60-64 years,60
1569,At least once a day,30,At least once a day,30,1,1,1,1,,,,,No,Yes,m4c,Retired,Male,,70-74 years,70
1570,At least once a day,30,Never,0,1,1,,,,,,1,No,Yes,M4C,Retired,Female,English,75-79 years,75
1571,At least a few times each week,8,At least once a month,1,1,1,1,,,,,,No,Yes,M4C,Employed part-time,Female,English,65-69 years,65
1572,At least once a day,30,Never,0,1,1,,,,,,,No,Yes,M4C,Retired,Female,English,70-74 years,70
1573,At least once a day,30,Never,0,1,1,,1,,,,,Yes,Yes,m4c,Employed part-time,Female,English,Less than 54 years,54
1574,At least once a day,30,At least a few times a week,8,1,1,1,,,,,,No,Yes,M4C,Retired,Female,English,65-69 years,65
1575,At least once a day,30,Never,0,1,1,1,,1,,,,No,Yes,M4C,Retired,Male,English,85 years or older,85
1576,At least once a day,30,At least a few times a week,8,1,1,1,,,,,,No,,m4c,Retired,Female,English,70-74 years,70
1577,At least once a day,30,At least once a month,1,,1,1,,,,,,No,Yes,m4c,,Female,English,70-74 years,70
1578,At least once a day,30,At least a few times a week,8,1,1,,,1,,,1,Yes,Yes,M4c,"Unemployed, looking for work",,,,
1579,At least once a day,30,At least a few times a week,8,1,1,,,1,,,1,No,Yes,M4c,Retired,Female,English,75-79 years,75
1580,At least once a day,30,At least once a month,1,,,1,,,,,,Yes,Yes,M4C,Employed full-time,Male,English,60-64 years,60
1581,At least once a day,30,At least once a month,1,1,1,,,,,,1,No,Yes,M4C,Retired,Female,English,55-59 years,55
1582,At least once a day,30,Never,0,1,1,1,,,,,,No,Yes,M4C,Employed full-time,Male,English,55-59 years,55
1583,At least a few times each week,8,Never,0,1,1,,,,,,,No,Yes,M4C,Employed full-time,Female,English,60-64 years,60
1584,At least once a day,30,Never,0,,1,1,,,,,,No,Yes,M4C,Employed full-time,Male,English,65-69 years,65
1585,At least a few times each week,8,At least a few times a week,8,1,1,,,,,,1,No,No,m4c,Retired,Female,English,75-79 years,75
1586,At least a few times each week,8,Never,0,1,1,,,,,,1,No,Yes,M4C,Retired,Male,,75-79 years,75
1587,Never,0,Never,0,1,,1,,,,,,No,Yes,M4C,Retired,Male,English,65-69 years,65
1588,At least once a day,30,At least once a week,4,1,1,,,1,,,1,No,Yes,M4C,Retired,Female,English,80-84 years,80
1589,At least once a day,30,At least a few times a week,8,1,1,,,,,,,No,Yes,M4c,Employed full-time,Female,English,65-69 years,65
1590,At least once a week,4,Never,0,1,1,,,,,,,No,No,M4C,Retired,Female,English,65-69 years,65
1591,At least once a week,4,Never,0,,,1,,,,,,Yes,No,M4C,Retired,Female,English,65-69 years,65
1592,At least a few times each week,8,Never,0,1,1,,,,,,1,No,No,m4c,Employed full-time,Female,English,Less than 54 years,54
1593,At least a few times each week,8,At least once a week,4,1,,,,,,,1,No,Yes,M4C,Retired,Female,English,80-84 years,80
1594,At least once a day,30,At least once a day,30,1,1,,,,,,,No,Yes,M4C,Employed part-time,Female,English,65-69 years,65
1595,At least once a day,30,At least once a month,1,,1,,,,,,1,Yes,Yes,M4C,Retired,Female,Chinese (Cantonese),85 years or older,85
1596,At least once a day,30,At least a few times a week,8,1,1,,,,,,,No,Yes,M4C,Retired,Female,English,65-69 years,65
1597,At least a few times each week,8,Never,0,,,1,,,,,,No,Yes,M4C,Employed full-time,Female,English,Less than 54 years,54
1598,Never,0,Never,0,,,1,,,,,,No,Yes,M4C,Retired,Female,English,70-74 years,70
1599,At least once a day,30,At least once a week,4,1,1,1,,,,,,No,Yes,M4C,Employed full-time,Male,English,Less than 54 years,54
1600,At least a few times each week,8,At least a few times a week,8,1,1,,,,,,,No,Yes,M4C,Retired,Male,English,65-69 years,65
1601,At least once a day,30,At least a few times a week,8,1,1,,,,,,,Yes,Yes,M4C,"Unemployed, looking for work",Male,English,60-64 years,60
1602,At least a few times each week,8,At least once a month,1,1,,1,,1,1,,1,No,Yes,M4C,Retired,Female,Other,65-69 years,65
1603,At least once a day,30,At least once a week,4,1,1,,1,,,,,No,Yes,M4C,Retired,Female,English,60-64 years,60
1604,At least once a day,30,At least a few times a week,8,1,1,,,,,,1,No,Yes,M4C,Retired,Female,English,70-74 years,70
1605,At least once a day,30,Never,0,1,1,1,,,,,,No,Yes,M4C,Retired,Male,English,70-74 years,70
1606,At least once a day,30,Never,0,1,1,,,1,,,,Yes,Yes,m4c,Retired,Male,English,70-74 years,70
1607,At least once a day,30,Never,0,1,1,1,,,,,1,No,Yes,m4c,"Unemployed, looking for work",Female,English,60-64 years,60
1608,At least once a day,30,At least once a week,4,,1,1,,,,,,Yes,Yes,M4C,Employed full-time,Male,Other,55-59 years,55
1609,At least a few times each week,8,At least a few times a week,8,1,1,,,,,,,Yes,Yes,m4c,Retired,Male,English,70-74 years,70
1610,At least once a day,30,Never,0,,1,1,,,,,1,No,Yes,M4C,Retired,Male,Chinese (Cantonese),60-64 years,60
1611,At least a few times each week,8,At least once a month,1,1,1,,,,,,,No,Yes,m4c,Retired,Female,English,60-64 years,60
1612,At least once a day,30,At least a few times a week,8,1,1,,,,,,,No,Yes,M4C,Retired,Male,English,70-74 years,70
1613,At least once a day,30,At least once a week,4,1,1,1,,,,,,No,Yes,M4C,Employed part-time,Female,English,75-79 years,75
1614,At least a few times each week,8,At least a few times a week,8,1,1,1,1,,,,,No,Yes,M4C,Retired,Female,English,60-64 years,60
1615,At least once a day,30,At least once a week,4,1,1,,,,,,,No,Yes,M4C,Retired,Male,English,65-69 years,65
1616,At least a few times each week,8,Never,0,1,1,1,,,,,,Yes,Yes,M4C,Retired,Female,English,65-69 years,65
1617,At least once a day,30,Never,0,,,1,,,,,,No,Yes,m4c,Retired,Female,English,65-69 years,65
1618,At least a few times each week,8,Never,0,1,1,,,,,,,No,Yes,M4C,Retired,Female,English,60-64 years,60
1619,At least once a week,4,At least once a month,1,1,,,,,,,,No,Yes,m4c,Retired,Female,Chinese (Mandarin),65-69 years,65
1620,Never,0,At least once a week,4,,,1,,,,,,No,Yes,m4c,Retired,Female,English,65-69 years,65
1621,At least once a day,30,At least once a month,1,1,,1,,,,,,Yes,Yes,m4c,Employed full-time,,English,60-64 years,60
1622,At least once a day,30,At least once a day,30,,1,1,1,,,,,No,Yes,M4C,Retired,Female,English,60-64 years,60
1623,At least a few times each week,8,Never,0,1,1,,,,,1,1,No,Yes,M4C,"Unemployed, looking for work",Male,English,60-64 years,60
1624,At least once a day,30,Never,0,1,1,1,,1,,,,Yes,Yes,M4C,Employed full-time,Female,English,60-64 years,60
1625,Never,0,Never,0,,,,,,,1,,No,No,M4C,Retired,Female,English,85 years or older,85
1626,At least a few times each week,8,Never,0,,,,,,,1,,No,No,m4c,Retired,Female,English,65-69 years,65
1627,At least a few times each week,8,Never,0,,,,,,,1,,No,Yes,M4C,Retired,Female,English,55-59 years,55
1628,At least a few times each week,8,At least once a week,4,,,,,,,1,,Yes,No,m4c,Retired,Male,English,65-69 years,65
1629,At least once a day,30,At least once a month,1,1,,,,,,,,Yes,Yes,M4C,Employed full-time,Female,English,55-59 years,55
1630,At least once a day,30,At least once a week,4,1,1,1,,,,,1,Yes,Yes,m4c,Employed full-time,Female,English,Less than 54 years,54
1631,At least a few times each week,8,At least once a month,1,1,1,1,,,,,,No,No,M4C,Retired,Male,English,75-79 years,75
1632,At least a few times each week,8,At least a few times a week,8,1,,,,,1,,,Yes,No,M4C,Unable to work for health or other reasons,Female,English,65-69 years,65
1633,At least once a day,30,At least once a week,4,1,1,,,1,,,,,Yes,M4C,Retired,Transgender,English,55-59 years,55
1634,At least a few times each week,8,At least once a month,1,,,1,,,,1,,Yes,Yes,m4c,Retired,Female,English,85 years or older,85
1635,At least once a day,30,At least a few times a week,8,1,1,,,,,,,No,Yes,M4C,Retired,Female,English,75-79 years,75
1636,,,At least once a month,1,1,1,1,,,,,,No,Yes,M4C,Retired,Female,English,60-64 years,60
1637,At least once a day,30,At least a few times a week,8,1,1,,,,,,1,No,Yes,M4C,Retired,Female,English,70-74 years,70
1638,At least a few times each week,8,Never,0,1,,,,,,,,No,Yes,M4C,Retired,Female,English,80-84 years,80
1639,At least once a week,4,Never,0,1,,,,,,,,,Yes,M4C,Retired,Female,English,70-74 years,70
1640,Never,0,Never,0,,,1,,,,,,No,Yes,M4C,Retired,Female,English,80-84 years,80
1641,At least once a day,30,,,1,1,,,,,,,No,Yes,M4C,Retired,Female,English,80-84 years,80
1642,At least once a day,30,At least once a week,4,1,1,,,,,1,,No,Yes,M4C,Retired,Female,English,80-84 years,80
1643,At least once a day,30,At least once a week,4,,,1,,,,,,No,Yes,M4C,Retired,Female,English,75-79 years,75
1644,At least once a day,30,At least once a month,1,1,1,1,1,1,,,1,No,Yes,M4C,Employed part-time,Male,English,70-74 years,70
1645,At least once a day,30,Never,0,1,1,,,1,,,1,No,Yes,M4C,Employed full-time,Female,English,55-59 years,55
1646,At least once a day,30,Never,0,1,1,,1,,,,,No,Yes,M4C,Retired,Male,English,70-74 years,70
1647,At least once a day,30,Never,0,1,1,1,1,,,,,No,Yes,M4C,Employed full-time,Female,English,Less than 54 years,54
1648,At least a few times each week,8,At least once a month,1,1,1,1,,,,,,No,Yes,M4C,Retired,Female,English,75-79 years,75
1649,At least a few times each week,8,Never,0,1,1,,,,,,1,No,Yes,M4C,Retired,Female,English,65-69 years,65
1650,Never,0,Never,0,,,,,,,,1,No,Yes,M4C,Retired,,English,85 years or older,85
1651,At least a few times each week,8,Never,0,,,,,,,1,,No,Yes,M4C,Retired,Female,English,80-84 years,80
1652,At least once a day,30,At least once a day,30,1,,,,,,1,,No,Yes,M4C,Retired,Female,English,80-84 years,80
1653,At least a few times each week,8,Never,0,1,,1,,,,,,Yes,Yes,M4C,Retired,Male,English,65-69 years,65
1654,At least a few times each week,8,Never,0,1,1,1,,,,,,No,Yes,M4C,Retired,Male,English,75-79 years,75
1655,At least once a day,30,At least a few times a week,8,,,,,1,,,1,No,Yes,M4C,Retired,Female,English,65-69 years,65
1656,At least once a day,30,At least once a month,1,,1,1,,,,,,No,Yes,M4C,Employed full-time,Female,English,55-59 years,55
1657,At least once a day,30,At least a few times a week,8,1,1,1,1,,,,,No,Yes,M4C,Retired,Male,English,70-74 years,70
1658,At least once a day,30,At least once a month,1,1,1,,,,,,,No,Yes,M4C,Retired,Female,English,70-74 years,70
1659,At least a few times each week,8,At least once a month,1,,1,1,,,,1,,No,Yes,M4C,Retired,Male,English,75-79 years,75
1660,At least once a day,30,,,1,1,1,1,,,,,No,Yes,M4C,Retired,Female,English,70-74 years,70
1661,At least a few times each week,8,Never,0,,,1,,,,,,No,Yes,M4C,Retired,Male,English,65-69 years,65
1662,At least once a day,30,At least once a day,30,,,1,,,,,,No,Yes,M4C,Retired,Male,English,70-74 years,70
1663,At least once a day,30,At least once a week,4,1,1,,,,,,,Yes,Yes,M4C,"Unemployed, looking for work",Female,English,55-59 years,55
1664,At least once a week,4,Never,0,1,,,,,,,,No,No,M4C,Retired,Male,English,70-74 years,70
1665,At least a few times each week,8,Never,0,1,1,,,,,,,No,Yes,M4C,Retired,Female,English,80-84 years,80
1666,At least once a day,30,At least a few times a week,8,1,1,,,,,,,Yes,Yes,M4C,Employed part-time,Female,English,60-64 years,60
1667,At least once a day,30,At least a few times a week,8,1,1,,,,,,,Yes,Yes,M4C,"Unemployed, looking for work",Male,Other,55-59 years,55
1668,At least once a week,4,At least once a week,4,,1,,,,,,1,No,Yes,M4C,Unable to work for health or other reasons,Female,Bengali,70-74 years,70
1669,Never,0,At least once a week,4,1,1,,,1,,,,Yes,Yes,M4C,"Unemployed, looking for work",Female,Bengali,60-64 years,60
1670,Never,0,At least once a month,1,1,1,,,,,,,No,Yes,M4C,"Unemployed, looking for work",Male,Bengali,65-69 years,65
